amount,category,type,hour,location_distance,previous_transactions,is_fraud
70090.58,Shopping,INCOME,14,347.87,12,1
36437.96,Entertainment,INCOME,4,851.74,5,1
72454.88,Bills,EXPENSE,12,404.21,20,1
36727.48,Shopping,INCOME,0,476.41,1,1
85909.19,Salary,INCOME,3,838.83,0,1
37838.4,Salary,INCOME,5,260.68,16,0
80812.27,Food,EXPENSE,20,980.47,13,1
59970.53,Salary,INCOME,3,485.86,17,1
47197.65,Travel,EXPENSE,16,720.12,3,1
79284.72,Travel,EXPENSE,7,142.83,4,1
55628.84,Shopping,EXPENSE,17,277.72,10,1
52624.58,Shopping,INCOME,1,1.29,2,1
75143.37,Shopping,INCOME,19,802.53,7,1
78186.44,Salary,EXPENSE,7,347.03,0,1
94571.99,Shopping,EXPENSE,10,967.18,14,1
16514.96,Salary,EXPENSE,0,791.55,13,1
63973.68,Salary,INCOME,15,556.52,1,1
46462.91,Travel,EXPENSE,4,926.63,0,1
2421.78,Shopping,EXPENSE,19,287.7,10,0
7766.27,Shopping,EXPENSE,16,760.95,3,1
26300.57,Bills,INCOME,14,287.84,20,0
3689.44,Food,EXPENSE,0,385.53,11,1
91277.04,Salary,EXPENSE,21,995.39,14,1
77322.24,Salary,EXPENSE,3,221.92,19,1
71886.52,Shopping,EXPENSE,23,402.5,18,1
81441.4,Entertainment,INCOME,11,914.97,11,1
30640.8,Other,EXPENSE,17,759.56,5,1
73670.25,Other,INCOME,19,964.75,18,1
68962.57,Shopping,EXPENSE,16,607.74,17,1
37757.36,Salary,EXPENSE,12,331.56,14,0
45262.09,Shopping,INCOME,14,893.68,2,1
14432.97,Bills,EXPENSE,7,418.25,17,0
58795.2,Entertainment,EXPENSE,4,357.71,20,1
28071.27,Bills,INCOME,19,613.78,20,0
39807.08,Shopping,INCOME,14,773.87,15,1
18075.99,Other,EXPENSE,17,281.98,5,0
14126.82,Shopping,EXPENSE,6,301.48,0,0
27426.97,Bills,EXPENSE,9,110.61,10,0
94232.57,Bills,EXPENSE,10,534.58,10,1
84592.16,Entertainment,EXPENSE,12,174.12,15,1
37913.42,Travel,INCOME,5,368.92,1,0
76300.75,Travel,EXPENSE,19,794.83,19,1
18169.25,Travel,EXPENSE,10,640.04,4,0
22674.66,Shopping,EXPENSE,4,605.1,12,1
88180.54,Entertainment,EXPENSE,14,157.93,15,1
15739.58,Travel,EXPENSE,0,302.04,13,1
92764.74,Travel,EXPENSE,11,684.5,18,1
40641.71,Entertainment,EXPENSE,15,858.44,0,1
98620.94,Other,INCOME,1,971.18,3,1
58657.62,Entertainment,EXPENSE,9,531.64,11,1
15164.81,Bills,EXPENSE,21,585.04,3,0
64316.55,Travel,INCOME,19,225.69,19,1
60390.1,Food,EXPENSE,20,21.68,18,1
43057.18,Bills,EXPENSE,5,841.69,12,1
67717.68,Salary,INCOME,2,514.12,11,1
59990.23,Food,INCOME,18,997.5,4,1
28601.18,Other,INCOME,23,803.8,6,1
23471.56,Bills,INCOME,14,916.05,17,1
28522.14,Bills,INCOME,14,733.92,7,1
78248.01,Food,INCOME,11,195.81,19,1
10485.79,Food,INCOME,15,427.91,13,0
34031.13,Shopping,EXPENSE,21,470.93,13,1
2698.95,Entertainment,EXPENSE,17,86.54,20,0
54766.63,Bills,EXPENSE,23,624.95,4,1
6971.29,Food,INCOME,15,626.06,14,0
62938.49,Bills,INCOME,6,335.3,4,1
68411.34,Food,INCOME,18,155.31,4,1
63594.1,Salary,INCOME,20,512.63,13,1
49823.12,Food,INCOME,4,606.27,6,1
2940.35,Salary,EXPENSE,14,830.18,7,1
53810.51,Salary,EXPENSE,7,703.04,2,1
26002.33,Shopping,INCOME,12,612.61,4,0
75508.83,Entertainment,INCOME,3,490.89,17,1
68316.98,Bills,INCOME,18,71.58,10,1
91939.02,Travel,EXPENSE,3,98.36,8,1
3081.87,Bills,INCOME,5,700.33,12,1
43136.7,Other,EXPENSE,11,63.61,4,0
99342.65,Shopping,INCOME,7,962.24,7,1
83450.55,Salary,INCOME,10,930.35,12,1
97743.91,Shopping,INCOME,16,293.51,13,1
27904.27,Other,INCOME,22,367.61,3,0
40709.26,Travel,INCOME,0,958.57,18,1
56769.89,Shopping,INCOME,17,928.81,3,1
67233.17,Other,INCOME,4,750.69,13,1
17973.35,Travel,INCOME,22,21.78,14,0
21590.31,Salary,INCOME,4,72.95,18,1
43736.77,Other,INCOME,0,186.05,6,1
49368.1,Entertainment,EXPENSE,9,910.71,15,1
46390.92,Travel,INCOME,3,864.02,9,1
5241.36,Food,EXPENSE,7,649.73,16,0
29295.86,Entertainment,EXPENSE,7,193.07,20,0
15648.2,Food,INCOME,10,64.03,12,0
76605.43,Bills,EXPENSE,12,197.13,20,1
14105.45,Other,INCOME,6,4.34,2,0
88333.92,Other,EXPENSE,0,821.71,1,1
72018.14,Entertainment,INCOME,16,918.11,4,1
25350.07,Other,EXPENSE,6,992.85,6,1
45163.32,Entertainment,INCOME,0,947.0,16,1
97732.47,Entertainment,INCOME,15,723.78,20,1
20724.21,Food,INCOME,20,677.18,19,0
89070.72,Entertainment,EXPENSE,0,562.29,11,1
28029.18,Salary,EXPENSE,3,867.09,4,1
36990.64,Other,EXPENSE,18,930.53,11,1
65325.73,Other,EXPENSE,2,108.28,10,1
11016.96,Shopping,EXPENSE,17,877.78,6,1
73388.15,Entertainment,EXPENSE,9,255.28,2,1
6190.51,Travel,EXPENSE,11,405.67,16,0
68726.0,Other,INCOME,6,522.44,20,1
51529.41,Travel,INCOME,9,458.08,11,1
19748.65,Entertainment,EXPENSE,3,922.17,16,1
38174.25,Bills,EXPENSE,15,840.79,14,1
3657.36,Entertainment,EXPENSE,4,888.58,3,1
60650.62,Salary,EXPENSE,15,701.73,13,1
36613.07,Bills,INCOME,16,977.77,3,1
57150.06,Other,INCOME,14,356.25,16,1
19960.66,Bills,EXPENSE,15,869.79,10,1
33317.3,Entertainment,EXPENSE,11,189.59,11,0
6744.04,Shopping,INCOME,10,439.73,4,0
24729.03,Travel,EXPENSE,18,656.13,16,0
15964.27,Bills,EXPENSE,3,468.12,15,1
4379.27,Salary,INCOME,17,814.38,13,1
48513.5,Other,EXPENSE,0,814.79,6,1
78879.88,Shopping,EXPENSE,5,900.95,14,1
75407.28,Bills,EXPENSE,8,316.66,20,1
73878.3,Food,EXPENSE,10,125.78,16,1
30017.43,Food,EXPENSE,0,803.79,14,1
94140.62,Food,INCOME,4,886.0,0,1
76564.3,Travel,EXPENSE,15,793.36,15,1
74702.2,Other,EXPENSE,3,878.82,16,1
31937.99,Salary,INCOME,20,503.95,12,0
78034.26,Food,EXPENSE,14,907.4,4,1
82736.67,Salary,INCOME,4,193.46,9,1
88850.38,Food,INCOME,23,658.65,14,1
9438.87,Entertainment,INCOME,3,677.86,18,1
10878.23,Shopping,INCOME,11,771.88,12,1
40701.63,Food,INCOME,16,854.69,6,1
26638.13,Food,INCOME,4,161.48,9,1
98642.03,Bills,INCOME,6,780.33,19,1
69471.03,Travel,EXPENSE,18,75.94,8,1
62395.51,Food,INCOME,0,361.85,9,1
24362.5,Food,EXPENSE,10,492.84,20,0
8307.47,Shopping,EXPENSE,23,702.1,1,1
70898.48,Travel,INCOME,0,30.73,1,1
34897.47,Entertainment,EXPENSE,21,261.65,14,0
59807.44,Other,EXPENSE,7,318.64,16,1
20741.25,Bills,EXPENSE,19,186.89,9,0
47225.77,Food,INCOME,12,242.47,16,0
98495.87,Bills,INCOME,21,831.75,4,1
20806.46,Bills,EXPENSE,21,407.67,11,0
51868.85,Shopping,INCOME,17,333.07,18,1
98850.7,Bills,EXPENSE,9,2.61,1,1
73477.01,Salary,EXPENSE,0,546.1,1,1
66670.64,Bills,EXPENSE,10,86.02,0,1
33825.15,Travel,EXPENSE,15,877.41,12,1
20331.68,Food,EXPENSE,7,320.27,13,0
90962.15,Bills,EXPENSE,0,89.41,1,1
3819.74,Food,EXPENSE,2,553.04,16,1
404.97,Shopping,EXPENSE,5,526.73,7,0
95186.34,Food,INCOME,17,880.78,19,1
62518.08,Food,EXPENSE,1,923.46,7,1
41745.05,Food,EXPENSE,13,393.91,17,0
2522.02,Other,EXPENSE,4,985.05,20,1
6724.64,Other,INCOME,14,894.13,8,1
84688.08,Other,INCOME,22,220.29,2,1
34917.71,Entertainment,EXPENSE,21,779.75,7,1
61306.65,Bills,EXPENSE,19,447.86,16,1
13993.84,Entertainment,EXPENSE,23,308.42,13,0
47463.36,Bills,INCOME,20,28.78,3,0
48607.89,Bills,EXPENSE,16,495.24,12,0
12570.27,Entertainment,EXPENSE,13,926.84,13,1
90609.9,Salary,INCOME,0,87.78,20,1
77604.89,Salary,EXPENSE,14,924.32,5,1
18448.34,Bills,INCOME,14,514.72,16,1
69938.74,Travel,INCOME,20,397.08,12,1
32520.22,Travel,EXPENSE,14,291.43,18,0
31833.21,Entertainment,EXPENSE,4,323.46,19,1
46512.08,Bills,INCOME,19,835.95,12,1
54927.01,Travel,INCOME,23,532.2,10,1
7290.36,Salary,INCOME,3,773.21,3,1
78081.81,Shopping,INCOME,17,582.71,18,1
82305.33,Entertainment,INCOME,12,350.92,2,1
44168.05,Salary,EXPENSE,9,525.58,1,0
65166.26,Other,EXPENSE,0,718.4,5,1
59456.87,Salary,EXPENSE,16,947.89,17,1
49152.97,Salary,INCOME,1,626.46,20,1
14172.52,Travel,EXPENSE,3,101.68,4,1
1368.62,Salary,INCOME,20,36.13,8,0
75435.82,Food,INCOME,21,643.13,11,1
18156.75,Travel,EXPENSE,13,604.73,3,0
1616.95,Travel,EXPENSE,0,782.46,15,1
2030.31,Travel,INCOME,5,904.7,20,1
13932.34,Salary,INCOME,11,239.22,20,0
2537.02,Other,INCOME,15,884.13,2,1
76275.89,Shopping,INCOME,21,961.03,11,1
67845.02,Bills,INCOME,1,720.36,17,1
78909.13,Shopping,INCOME,8,939.74,7,1
72469.13,Shopping,INCOME,20,429.14,17,1
66282.87,Bills,INCOME,16,198.63,8,1
78665.56,Entertainment,EXPENSE,21,939.78,11,1
94472.76,Salary,EXPENSE,13,832.12,6,1
39194.12,Shopping,INCOME,7,154.26,14,1
52476.27,Food,INCOME,7,159.07,20,1
80427.98,Entertainment,EXPENSE,21,829.12,8,1
87133.19,Salary,INCOME,19,690.51,17,1
2426.73,Salary,INCOME,10,799.71,11,1
3236.52,Travel,INCOME,12,463.48,0,0
19747.52,Travel,EXPENSE,18,45.68,14,0
91472.1,Bills,EXPENSE,18,314.73,20,1
34568.69,Salary,EXPENSE,7,562.23,0,1
13813.84,Entertainment,INCOME,3,354.35,4,1
63620.78,Shopping,INCOME,0,657.93,17,1
21011.29,Travel,EXPENSE,4,908.86,19,1
68393.82,Salary,EXPENSE,7,750.6,19,1
75855.32,Travel,EXPENSE,23,724.88,3,1
23938.11,Shopping,EXPENSE,8,993.76,5,1
18505.83,Bills,INCOME,4,551.36,12,1
80622.13,Shopping,EXPENSE,22,51.11,11,1
52876.54,Entertainment,INCOME,11,292.56,2,1
75672.07,Food,EXPENSE,18,232.15,3,1
66572.94,Shopping,INCOME,11,312.66,7,1
69868.84,Other,INCOME,4,473.91,17,1
41602.53,Travel,EXPENSE,14,250.18,3,0
14082.7,Food,INCOME,15,374.55,13,0
76261.52,Salary,EXPENSE,13,257.33,3,1
42460.28,Entertainment,INCOME,16,118.53,20,0
16020.39,Entertainment,EXPENSE,13,571.02,2,0
43177.16,Food,EXPENSE,19,597.71,2,0
49432.48,Food,INCOME,10,32.49,10,0
82159.53,Entertainment,EXPENSE,4,914.38,13,1
67686.04,Food,EXPENSE,6,280.4,7,1
53125.03,Entertainment,EXPENSE,9,502.08,2,1
65038.78,Food,EXPENSE,11,607.81,7,1
36658.46,Other,EXPENSE,17,175.7,7,0
25572.4,Bills,INCOME,11,441.56,14,0
60982.91,Food,INCOME,9,590.47,9,1
19448.55,Food,EXPENSE,20,299.15,13,0
37282.59,Other,EXPENSE,1,685.68,5,1
58546.31,Bills,EXPENSE,21,642.52,10,1
14750.38,Entertainment,EXPENSE,21,936.13,19,1
90329.84,Shopping,EXPENSE,14,213.63,5,1
84193.2,Travel,EXPENSE,23,53.58,16,1
82018.69,Travel,EXPENSE,3,593.7,7,1
89994.26,Other,INCOME,14,217.83,14,1
48430.44,Other,EXPENSE,11,136.91,16,0
48758.02,Bills,INCOME,11,850.44,19,1
8143.47,Other,EXPENSE,1,254.3,10,1
80896.01,Travel,EXPENSE,4,776.11,12,1
52098.27,Entertainment,INCOME,17,612.92,6,1
31002.37,Shopping,EXPENSE,5,594.45,16,1
76135.18,Food,EXPENSE,20,779.11,8,1
78098.07,Other,EXPENSE,8,408.09,14,1
29794.86,Food,EXPENSE,7,788.81,17,1
4513.12,Travel,EXPENSE,14,172.52,1,0
31391.53,Travel,EXPENSE,8,375.3,3,0
16010.32,Food,EXPENSE,7,535.42,17,0
79619.62,Travel,EXPENSE,17,740.23,2,1
67228.23,Entertainment,EXPENSE,23,779.74,13,1
84117.56,Travel,EXPENSE,20,938.41,15,1
73841.02,Entertainment,EXPENSE,14,749.09,18,1
64819.2,Bills,INCOME,5,46.17,0,1
8125.21,Salary,EXPENSE,1,966.52,0,1
43398.48,Shopping,INCOME,0,794.46,17,1
32098.07,Travel,EXPENSE,14,6.42,11,0
11057.41,Other,EXPENSE,19,264.83,20,0
25991.19,Shopping,INCOME,19,472.61,19,0
33876.23,Other,EXPENSE,19,186.06,13,0
23670.92,Bills,EXPENSE,22,755.25,16,1
75020.85,Other,INCOME,7,584.65,12,1
74231.41,Other,INCOME,14,543.9,0,1
49467.17,Bills,EXPENSE,6,544.47,16,0
28685.23,Food,EXPENSE,23,139.79,20,0
76154.41,Shopping,INCOME,2,301.93,12,1
17632.08,Bills,EXPENSE,23,218.41,9,0
11089.48,Other,INCOME,13,779.14,9,1
67110.69,Shopping,EXPENSE,9,511.36,3,1
99035.48,Salary,INCOME,6,887.18,13,1
2769.95,Shopping,INCOME,10,377.11,18,0
51075.86,Bills,EXPENSE,6,377.4,17,1
23171.09,Food,INCOME,17,219.89,19,0
22822.34,Salary,EXPENSE,22,842.94,11,1
18153.44,Travel,EXPENSE,21,643.85,15,0
38361.01,Entertainment,EXPENSE,8,64.41,8,0
74295.54,Salary,EXPENSE,18,94.19,17,1
12871.83,Travel,INCOME,15,124.08,6,0
53670.53,Bills,INCOME,20,53.43,15,1
44847.55,Entertainment,INCOME,18,477.06,9,0
44907.13,Entertainment,EXPENSE,10,161.23,4,0
12467.67,Shopping,INCOME,10,987.84,11,1
9537.34,Entertainment,EXPENSE,0,432.67,15,1
80088.83,Other,INCOME,13,861.57,3,1
20051.62,Food,EXPENSE,19,461.0,11,0
44890.7,Travel,INCOME,3,418.55,9,1
21830.96,Entertainment,EXPENSE,2,573.96,6,1
68989.66,Entertainment,EXPENSE,12,530.4,5,1
11427.17,Travel,EXPENSE,15,76.86,15,0
79544.69,Salary,EXPENSE,3,389.02,6,1
12097.41,Other,EXPENSE,2,470.21,16,1
57860.65,Other,EXPENSE,9,689.25,1,1
67271.91,Entertainment,INCOME,23,295.85,16,1
50377.04,Shopping,INCOME,7,680.08,18,1
83094.96,Travel,INCOME,8,999.19,6,1
15455.01,Shopping,INCOME,3,437.95,8,1
60039.88,Salary,EXPENSE,10,557.65,2,1
84312.12,Other,INCOME,15,867.65,5,1
10674.05,Salary,EXPENSE,22,187.87,1,0
54222.9,Travel,INCOME,11,258.21,6,1
55508.13,Shopping,EXPENSE,3,313.95,6,1
60330.62,Food,INCOME,19,399.94,10,1
62195.15,Salary,INCOME,22,661.6,11,1
57950.52,Bills,EXPENSE,20,277.57,1,1
74938.37,Entertainment,EXPENSE,22,107.61,15,1
89208.93,Shopping,EXPENSE,13,400.46,2,1
20659.27,Entertainment,INCOME,6,934.31,14,1
69256.44,Food,INCOME,21,226.36,9,1
70649.4,Travel,INCOME,4,650.46,20,1
85105.85,Shopping,EXPENSE,22,616.73,7,1
6180.02,Salary,EXPENSE,5,733.52,13,1
90183.65,Food,EXPENSE,20,790.9,9,1
29688.26,Entertainment,INCOME,4,669.4,0,1
27987.08,Other,INCOME,0,697.71,9,1
35136.18,Food,EXPENSE,21,735.84,13,1
97988.48,Bills,INCOME,0,612.69,18,1
30927.48,Shopping,EXPENSE,19,539.15,2,1
46772.44,Shopping,INCOME,20,134.24,10,1
68453.5,Entertainment,EXPENSE,16,909.3,5,1
7655.52,Other,EXPENSE,0,643.0,10,1
61669.46,Travel,EXPENSE,1,634.17,5,1
38253.99,Bills,INCOME,18,663.97,13,0
77548.0,Entertainment,INCOME,7,231.71,12,1
25042.33,Other,EXPENSE,20,822.72,6,1
1673.45,Entertainment,EXPENSE,9,126.82,20,0
14922.19,Food,INCOME,13,673.35,16,0
27052.38,Travel,EXPENSE,9,674.55,17,0
95229.58,Shopping,EXPENSE,15,370.93,16,1
90257.86,Shopping,EXPENSE,16,434.66,11,1
17614.0,Travel,EXPENSE,12,943.78,4,1
34385.36,Bills,INCOME,6,340.03,0,1
34772.24,Other,INCOME,19,271.98,15,0
86569.6,Travel,INCOME,19,873.62,13,1
20992.45,Entertainment,EXPENSE,15,404.86,1,0
12503.85,Entertainment,EXPENSE,0,37.64,18,1
34055.28,Travel,INCOME,6,934.56,9,1
61071.54,Bills,INCOME,16,962.87,13,1
53912.45,Entertainment,INCOME,14,16.4,3,1
85342.59,Salary,EXPENSE,13,584.24,2,1
62141.49,Food,EXPENSE,0,963.37,6,1
26107.96,Salary,INCOME,3,336.72,15,1
41912.19,Salary,INCOME,0,652.62,2,1
50543.06,Food,EXPENSE,12,491.39,9,1
88687.5,Salary,EXPENSE,6,284.09,6,1
36825.34,Salary,INCOME,18,517.12,0,1
99219.72,Shopping,INCOME,0,645.71,13,1
70755.58,Other,EXPENSE,15,343.16,1,1
71207.71,Shopping,EXPENSE,17,434.63,15,1
53729.09,Travel,INCOME,14,124.37,1,1
33077.32,Other,EXPENSE,17,323.73,15,0
17284.34,Bills,INCOME,16,992.72,2,1
76071.09,Travel,INCOME,18,244.49,13,1
86823.83,Salary,INCOME,6,323.08,11,1
72023.04,Food,EXPENSE,2,850.15,4,1
57831.65,Entertainment,INCOME,2,966.84,19,1
203.3,Shopping,INCOME,4,906.55,15,1
52441.88,Other,INCOME,1,891.53,12,1
14710.76,Travel,INCOME,6,253.73,9,0
59533.59,Bills,INCOME,23,738.75,7,1
53744.84,Salary,EXPENSE,6,222.35,14,1
8923.29,Salary,EXPENSE,14,882.8,3,1
30180.24,Other,INCOME,14,461.55,13,0
41376.97,Travel,INCOME,7,943.2,14,1
69677.21,Entertainment,INCOME,15,264.97,15,1
85876.08,Entertainment,INCOME,21,286.85,7,1
83939.12,Salary,INCOME,4,587.43,6,1
45996.6,Shopping,EXPENSE,7,476.2,14,1
47558.21,Food,INCOME,4,22.53,15,1
35501.41,Shopping,INCOME,11,199.72,2,1
75450.39,Other,EXPENSE,20,776.96,1,1
5865.98,Food,EXPENSE,18,851.11,1,1
37291.44,Shopping,EXPENSE,7,744.87,8,1
52557.11,Other,INCOME,20,657.23,11,1
95385.42,Travel,EXPENSE,13,429.84,1,1
91546.39,Salary,EXPENSE,1,260.23,0,1
57083.46,Food,EXPENSE,1,735.61,9,1
75358.76,Shopping,INCOME,2,78.66,19,1
59177.36,Bills,INCOME,2,86.76,3,1
31862.24,Travel,INCOME,8,401.79,2,0
30675.94,Bills,INCOME,2,510.73,20,1
48711.74,Food,INCOME,23,461.56,18,0
67137.91,Other,INCOME,17,885.44,19,1
37317.75,Travel,INCOME,12,343.09,19,0
1726.75,Salary,EXPENSE,8,718.33,7,1
410.71,Travel,EXPENSE,15,422.81,9,0
31588.8,Other,INCOME,21,241.97,17,0
91466.85,Food,INCOME,1,354.55,6,1
53216.82,Bills,EXPENSE,9,484.55,14,1
21360.74,Entertainment,EXPENSE,8,453.78,16,0
26151.96,Shopping,INCOME,4,2.66,10,1
28238.5,Food,EXPENSE,23,225.93,16,0
22604.75,Shopping,EXPENSE,17,915.78,13,1
92570.83,Other,INCOME,15,302.45,6,1
20395.4,Shopping,EXPENSE,16,674.32,0,1
51435.97,Travel,INCOME,13,772.45,17,1
34958.72,Entertainment,INCOME,20,167.79,3,0
60251.63,Shopping,EXPENSE,18,522.51,2,1
97114.0,Entertainment,INCOME,10,361.01,16,1
97301.48,Food,INCOME,14,345.16,19,1
53826.79,Other,EXPENSE,18,220.34,17,1
57215.37,Entertainment,EXPENSE,23,55.49,6,1
6549.81,Shopping,INCOME,6,259.12,19,0
17346.29,Travel,EXPENSE,22,608.27,11,0
74469.05,Travel,EXPENSE,18,735.51,3,1
51525.29,Travel,INCOME,6,295.19,2,1
40187.66,Travel,EXPENSE,2,332.34,20,1
19617.93,Food,EXPENSE,10,223.46,6,0
30765.82,Food,INCOME,14,532.82,3,0
61683.06,Salary,INCOME,11,613.91,9,1
31320.57,Bills,INCOME,23,839.41,13,1
80032.0,Shopping,INCOME,3,783.09,5,1
9873.14,Bills,INCOME,10,152.7,13,0
8249.31,Entertainment,EXPENSE,0,419.35,3,1
74833.89,Salary,INCOME,22,615.86,0,1
75387.85,Other,EXPENSE,5,664.15,4,1
12393.61,Entertainment,EXPENSE,13,824.23,4,1
8417.68,Other,INCOME,11,927.87,12,1
78227.29,Other,INCOME,4,30.48,6,1
49682.11,Other,EXPENSE,23,3.88,11,0
13958.27,Other,INCOME,15,129.51,4,0
45613.71,Salary,EXPENSE,5,145.77,1,0
66117.77,Other,INCOME,17,339.6,15,1
25446.16,Travel,INCOME,3,144.75,11,1
33500.98,Salary,EXPENSE,10,676.89,16,0
80294.03,Food,EXPENSE,20,947.73,12,1
38041.33,Shopping,EXPENSE,5,791.29,5,1
41879.98,Shopping,INCOME,15,263.49,12,1
60718.37,Shopping,EXPENSE,22,579.57,8,1
63474.7,Salary,INCOME,13,392.14,8,1
9422.15,Bills,INCOME,20,841.0,13,1
22094.73,Entertainment,INCOME,16,508.66,16,0
88013.34,Shopping,INCOME,22,982.54,19,1
23803.62,Travel,INCOME,21,958.98,13,1
88510.66,Travel,EXPENSE,2,992.29,6,1
961.7,Shopping,INCOME,18,277.09,14,0
8010.17,Entertainment,EXPENSE,6,508.94,6,0
76004.8,Salary,INCOME,16,586.86,10,1
56033.94,Salary,INCOME,9,73.42,3,1
80897.46,Salary,EXPENSE,11,233.36,14,1
23974.88,Shopping,EXPENSE,23,408.84,6,0
82016.34,Shopping,EXPENSE,4,657.51,12,1
80792.45,Shopping,INCOME,20,528.72,13,1
33206.28,Salary,EXPENSE,18,890.92,11,1
93929.14,Entertainment,EXPENSE,5,525.54,5,1
90111.96,Other,EXPENSE,16,218.33,7,1
4221.35,Entertainment,INCOME,13,535.18,9,0
83188.72,Bills,INCOME,20,495.21,0,1
39952.41,Shopping,EXPENSE,15,973.57,8,1
83103.54,Bills,INCOME,4,79.35,11,1
8162.04,Bills,INCOME,11,683.68,10,0
15906.14,Entertainment,INCOME,8,537.45,14,0
8744.21,Salary,EXPENSE,22,636.11,16,0
88737.89,Travel,INCOME,14,323.23,3,1
65208.78,Other,INCOME,13,257.17,7,1
40655.6,Other,INCOME,2,767.5,20,1
88677.72,Entertainment,INCOME,14,529.39,13,1
72276.44,Other,EXPENSE,18,955.41,11,1
81826.74,Food,EXPENSE,12,784.28,1,1
73653.99,Entertainment,INCOME,20,639.3,5,1
14501.12,Entertainment,INCOME,17,791.88,6,1
66298.71,Travel,INCOME,12,410.21,1,1
52014.01,Shopping,INCOME,20,694.16,2,1
87430.76,Food,INCOME,0,793.63,6,1
55377.2,Food,INCOME,7,438.63,7,1
88120.37,Bills,INCOME,23,485.97,11,1
27292.93,Food,INCOME,7,585.77,12,0
89058.57,Bills,INCOME,23,824.7,12,1
13821.72,Travel,EXPENSE,20,332.76,6,0
69691.56,Other,INCOME,19,573.39,3,1
15358.04,Entertainment,INCOME,13,444.45,20,0
15398.71,Entertainment,INCOME,23,42.57,2,0
94927.69,Shopping,EXPENSE,17,245.9,0,1
45426.17,Other,INCOME,17,138.76,5,0
41707.66,Travel,INCOME,12,477.69,16,0
74851.41,Food,INCOME,17,609.51,0,1
83022.09,Food,EXPENSE,19,504.87,14,1
37064.01,Travel,INCOME,9,95.98,9,0
16562.88,Travel,EXPENSE,13,917.65,19,1
52025.35,Salary,EXPENSE,16,780.62,10,1
47613.08,Bills,INCOME,13,350.5,10,0
3718.21,Food,INCOME,10,302.99,19,0
79389.46,Travel,INCOME,7,983.99,13,1
65741.41,Food,INCOME,13,800.7,5,1
72606.1,Other,INCOME,19,858.6,1,1
94663.57,Salary,EXPENSE,9,865.13,11,1
59394.55,Bills,EXPENSE,1,663.99,3,1
33335.94,Shopping,INCOME,14,858.81,9,1
26319.92,Salary,EXPENSE,21,262.41,17,0
17336.23,Shopping,INCOME,16,336.77,8,0
34293.75,Salary,INCOME,9,95.23,17,0
64887.69,Bills,EXPENSE,19,665.19,4,1
14499.51,Shopping,INCOME,11,552.69,18,0
83675.7,Bills,INCOME,15,362.13,16,1
40907.98,Food,EXPENSE,16,773.41,8,1
11799.9,Travel,INCOME,5,238.34,20,0
63826.46,Bills,EXPENSE,9,18.24,3,1
80696.03,Bills,EXPENSE,8,729.53,15,1
48939.52,Other,EXPENSE,9,124.49,11,0
57211.97,Food,EXPENSE,15,938.83,11,1
40272.07,Food,INCOME,0,190.96,12,1
7829.42,Shopping,EXPENSE,21,846.38,3,1
3574.83,Bills,INCOME,18,790.58,8,1
48913.68,Bills,EXPENSE,16,312.6,3,0
70378.38,Food,INCOME,18,810.42,7,1
77076.51,Entertainment,INCOME,14,401.8,7,1
19834.28,Bills,INCOME,7,368.01,11,0
59454.92,Food,INCOME,1,454.45,4,1
21479.15,Other,EXPENSE,6,230.48,11,0
75340.49,Entertainment,EXPENSE,2,272.1,1,1
91082.02,Shopping,EXPENSE,15,635.25,19,1
40548.6,Salary,EXPENSE,10,479.78,18,0
76874.12,Food,INCOME,16,963.27,6,1
85422.71,Salary,EXPENSE,21,51.55,14,1
22871.31,Shopping,INCOME,11,560.72,4,0
2567.73,Travel,INCOME,5,948.58,13,1
72959.5,Other,INCOME,22,778.4,2,1
50682.66,Other,INCOME,13,938.97,3,1
12669.27,Travel,EXPENSE,5,75.56,20,0
32261.02,Travel,INCOME,2,923.27,18,1
64209.02,Entertainment,EXPENSE,10,810.01,9,1
75834.42,Shopping,INCOME,8,629.18,8,1
37261.54,Travel,EXPENSE,11,686.44,10,0
92457.21,Food,EXPENSE,22,532.32,10,1
38235.55,Bills,EXPENSE,16,966.37,10,1
20647.45,Other,EXPENSE,22,593.11,14,0
72241.59,Entertainment,INCOME,3,537.06,8,1
93913.01,Shopping,INCOME,21,134.58,0,1
26140.5,Entertainment,EXPENSE,6,242.93,8,0
89945.05,Food,EXPENSE,14,168.98,6,1
1191.22,Food,INCOME,12,920.13,14,1
4668.68,Entertainment,EXPENSE,13,661.4,15,0
97133.85,Travel,INCOME,12,144.38,19,1
48344.13,Salary,INCOME,22,838.34,20,1
95848.19,Bills,EXPENSE,1,281.94,16,1
39505.45,Food,INCOME,3,501.0,18,1
22657.51,Other,EXPENSE,12,844.95,20,1
40090.54,Entertainment,INCOME,14,298.51,18,0
40157.74,Shopping,EXPENSE,19,681.73,12,1
25054.76,Other,EXPENSE,18,719.32,15,1
22985.33,Travel,INCOME,21,998.05,19,1
5355.38,Entertainment,EXPENSE,23,863.38,17,1
18823.43,Entertainment,EXPENSE,18,391.26,0,0
17556.4,Shopping,EXPENSE,2,598.36,20,1
72876.12,Other,INCOME,5,401.53,0,1
11352.51,Entertainment,EXPENSE,17,707.84,14,1
27670.62,Food,EXPENSE,19,231.91,11,0
75612.73,Other,INCOME,6,682.44,19,1
475.96,Shopping,INCOME,7,885.39,10,1
